FacilityID,CampsiteLongitude,CampsiteLatitude
233335,-107.198578374,37.540593666
233178,-109.955555556,31.9263888889
234136,-120.131815,44.356726
234124,-119.276,44.261154
234173,-122.255137,44.005583
233177,-109.955341667,31.9463722222
234179,-122.734734,42.912156
234462,-117.831883,45.786705
234091,-121.9943824468,45.8812317324
234212,-118.265008,44.909978
231982,-122.1423975573,43.1367940858
232835,-121.7363985509,45.2960911956
233895,-120.334535,44.436825
234110,-149.667378,60.9329
234675,-120.426498,44.397496
232836,-121.9065792429,45.321193214
232840,-122.0622980882,45.0430262853
232851,-122.0735640712,45.1098205322
233973,-123.01841,42.03998
232847,-122.115185,45.158334
233208,-115.4808889767,44.9238924349
234202,-123.072207,42.126321
234659,-110.405277778,46.1855555556
234215,-121.318635,48.261689
233248,-118.397799,44.265691
232898,-121.7888097474,46.4552431941
234149,-122.855902,42.943518
234126,-120.855277778,47.3597222222
233229,-112.8910943891,47.511642129
234224,-118.646405,35.803785
233329,-121.648071,45.399211
233984,-121.172603439,46.9732044714
233219,-110.815906,32.318967
234426,-115.795271,48.929162
234327,-111.101276,45.265182
234542,-120.994815569,39.518906097
234201,-124.2229578267,43.5477200468
234344,-122.909704,41.221293
231971,-117.011623,34.303676
234135,-120.395838,38.868099
234328,-110.958545,45.462272
234565,-111.23734,46.33402
234673,-118.4911941818,48.5726826289
232264,-120.650444163,39.251024908
234272,-117.567919,46.200511
232030,-116.710839,34.149379
234431,-110.693827,46.840956
234319,-111.55391,45.156183
234350,-113.685866,45.409593
234354,-113.105553,45.511078
234379,-113.608583,47.439575
234340,-113.331584,48.230965
234384,-115.343643,48.817961
233743,-122.994159,47.6811
234433,-115.6446884104,47.7230542292
234355,-113.934309,45.693988
234088,-121.271432015,48.676634209
234342,-114.280249,48.772438
234000,-117.082125,34.263636
234314,-109.91394,45.490271
233143,-120.642222222,48.0219444444
234413,-109.822901,45.628891
234325,-115.21993,46.434092
234339,-114.599411,48.859695
234682,-117.678106,46.25062
234295,-114.043772,45.757728
233171,-132.725873,55.367216
232096,-121.5982687989,48.7376572297
233788,-121.787169,43.997228
233894,-120.4212710182,44.3971046809
234281,-113.911519,46.207418
234320,-111.553432,45.156009
234133,-120.3892177019,38.827886555
233933,-118.544509,36.121815
234324,-118.6662504054,36.1897746114
234537,-120.63913904,39.63036396
232049,-120.393488,38.975546
234507,-116.572078,47.031951
232021,-120.584323,38.90251
234189,-122.366329,43.543431
234420,-115.394943,47.385915
234453,-112.498306,46.97612
231951,-116.441439,32.886556
234250,-118.2305788,44.96200425
234430,-116.193541,48.374796
234438,-116.252343,47.844172
234414,-110.233233,45.342371
232422,-119.271438,37.966135
234386,-116.6898295534,48.9402212334
234390,-115.343364,47.332377
234363,-117.434518,45.050092
234158,-124.128546,42.594172
234392,-113.457946,45.116265
234402,-115.78164,48.109974
233726,-123.084942,47.995193
234269,-117.379526,46.121754
234175,-122.082468,43.90484
234178,-121.263554,47.836425
234217,-118.988888889,43.7997222222
234066,-118.118750607,48.591823815
234418,-112.807177,47.963725
234332,-110.919109,45.541114
234435,-116.006409,47.798017
234155,-124.039843,42.693494
234185,-120.157747,42.300502
234387,-115.921463,48.560253
232772,-109.4130958515,45.0571880612
234146,-122.7278394229,43.3405243662
232875,-120.160047,39.113627
234125,-119.042661,44.293678
234154,-123.459423,42.016142
234157,-122.391904574,42.4071568718
233168,-111.429603,39.312139
233729,-120.960964,39.739848
234172,-120.2434623357,38.5340776846
233770,-121.699995,44.523054
232845,-122.045825,45.076144
232779,-121.962443,43.493408
232827,-118.545202,36.121855
233088,-139.395833333,59.63
232964,-145.471388889,60.42
233057,-132.610833333,55.5613888889
232989,-148.3988112369,60.8414234555
233062,-133.204444444,55.9580555556
233082,-131.886388889,56.1866666667
234300,-110.472977,46.112808
233001,-149.574158333,60.47665
232923,-134.27785,57.7013833333
232977,-130.54,55.0275
233089,-139.512263889,59.5562638889
233013,-149.8719,60.5761694444
234298,-110.442841,46.003276
233740,-123.11496,47.59245
233030,-133.276944444,56.9527777778
232947,-134.931944444,58.7694444444
233015,-133.372222222,56.8388888889
233006,-149.8914,60.3571111111
233073,-132.492566667,56.6117833333
233086,-132.493116667,56.6124333333
233054,-132.974444444,56.0108333333
232988,-130.905833333,55.455
234288,-114.244723,46.065367
232934,-132.170555556,55.0225
233093,-138.451111111,59.2016666667
234307,-110.545346,45.289097
232943,-133.705555556,58.3136111111
233083,-131.883611111,56.1247222222
233060,-133.1925,56.2625
233092,-138.502777778,59.2483333333
232950,-131.649722222,55.8927305556
234183,-120.193314,42.291056
234144,-122.641776,43.581007
234092,-121.660516,45.969195
234186,-120.789799,42.614383
234123,-119.322263,44.187413
234248,-121.458333333,45.4047222222
234279,-118.4987427211,44.7966369431
232890,-118.491071,35.928967
233020,-149.7523,60.7034305556
232986,-130.525444444,55.5407277778
233058,-132.576111111,55.5605555556
233066,-134.653355556,57.9044916667
232953,-131.975961111,55.6273277778
233004,-133.258888889,56.6430555556
233077,-132.143055556,56.4822222222
233075,-132.417777778,56.5980555556
233014,-149.841266667,60.6150027778
232978,-147.395555556,60.2888888889
232944,-134.0125,58.3908333333
233009,-149.8958,60.5513111111
232959,-131.80565,55.1759972222
233031,-133.332222222,57.0077777778
232979,-131.098611111,55.5883333333
232922,-134.276502778,57.7016166667
232933,-132.178333333,55.0216666667
232948,-134.722777778,58.5091666667
232928,-134.561863889,58.1763777778
233074,-132.434444444,56.5894444444
233007,-149.974752778,60.3692777778
233019,-133.141944444,56.5302777778
233090,-139.512716667,59.554175
234389,-114.415832,46.735743
233055,-132.863611111,55.6944444444
232969,-131.091111111,55.4897222222
234352,-113.880308,45.713267
233056,-132.889444444,55.8316666667
234301,-114.717106,45.701854
232996,-133.168055556,56.8680555556
233080,-131.971283333,56.0618
234292,-113.717594,45.884818
234341,-114.512825,48.879663
234419,-115.395777,47.385651
234299,-110.924054,45.307207
233068,-132.105,56.7152777778
232919,-134.579655556,57.813025
232954,-131.979597222,55.6509055556
234333,-111.148384,45.496421
249998,-111.528808,46.334291
234422,-109.511504,46.79175
232997,-133.987222222,56.7827777778
232951,-131.198533333,55.3913777778
232936,-132.195277778,55.3638888889
233005,-133.158888889,56.6380555556
234367,-111.3568982863,44.9154394448
233070,-132.239166667,56.6644444444
232952,-131.541019444,55.5838138889
234377,-113.026868,46.296986
234427,-110.290121,46.848143
234075,-121.9888948552,45.3552246284
233167,-111.458294,39.141274
233081,-131.848611111,56.2791666667
234792,-105.493269,39.679659
233065,-132.938611111,55.9522222222
232980,-145.192777778,60.4686111111
232994,-148.1983545355,60.984494579
233087,-131.615555556,56.2038888889
232985,-145.546111111,60.6247222222
234262,-123.741235,41.808545
234368,-111.197293,44.88772
232968,-146.296111111,60.3480555556
234335,-111.044303,45.480035
232990,-130.819444444,55.4277777778
233063,-133.501944444,56.0922222222
234321,-112.137261,44.882204
233117,-120.737059,35.424437
234719,-116.970972,33.461547
233247,-118.255644,46.081387
249982,-118.7642207,36.52258774
233293,-109.952159,44.496381
234680,-111.520452,34.71133
233133,-122.571566,43.92529
233292,-109.668145,44.460338
233317,-150.851357,60.151206
233132,-116.039551,45.654746
247595,-106.471472,37.489583
233220,-110.816536,32.318807
233249,-118.700607,44.666205
233382,-106.416215292,35.216826451
234759,-112.445104914,34.465506054
234765,-122.251526,45.817994
234761,-120.049052,37.821886
234771,-111.2003911745,42.7031583716
234745,-109.9149788049,39.8403276657
233126,-115.635277778,46.2352777778
234753,-118.668184,36.78807
234632,-118.8365894995,48.5184431861
250012,-115.770935,47.828095
234721,-135.157682,57.900142
233883,-105.10424902,39.378681776
234713,-113.475518,37.378009
234784,-120.8070565557,47.5855529565
233972,-106.250588,41.169832
234739,-119.8967630563,38.7766132179
250037,-111.297291,39.301468
250036,-109.274755,40.909318
249996,-111.7023649,46.64726137
250002,-111.7353996,46.6566327
233153,-123.493048,43.497764
233157,-123.484921,43.485437
250027,-109.1608333,31.9008333
233169,-110.716666667,31.7333333333
233155,-122.9429251898,43.3828363485
233154,-122.939084,43.390844
233156,-122.929934,43.397891
234760,-122.5119678702,42.8650061358
250033,-110.714698591,32.410416512
233128,-115.875101,45.489549
233368,-115.926542,47.688247
250000,-122.233298,38.558537
234729,-121.881845,44.375021
233325,-118.81205,36.300792
234793,-115.038295,48.354444
233242,-111.946387,35.968095
234014,-102.959946,29.180926
234013,-103.305057091,29.27498117
234491,-106.337613,35.015121
250041,-106.942222222,44.1938888889
250019,-109.162361111,31.8985527778
233322,-122.646408,43.052154
233305,-121.79029,44.814144
232165,-115.683408,36.342876
251008,-118.962176,36.74370212
251161,-103.505397292,47.006968434
251354,-111.871457,45.240672
251436,-105.514979571,36.678178952
251454,-121.6910367752,44.2539884985
251435,-121.7722505152,43.7168077148
251365,-123.8469668407,47.4697396135
251434,-121.8167910133,45.4980163904
251367,-110.984462,45.485355
251352,-112.790282,45.076349
232166,-115.6075898781,36.2631657415
251565,-111.674444444,41.6591666667
251546,-123.011877778,42.0696833333
251577,-121.628373,44.528811
251615,-120.4825,38.7663888889
251578,-120.234624,38.840352
251710,-113.609104,47.439623
251714,-149.0028045855,60.7086145072
251712,-122.251241,42.456257
251711,-111.633055556,39.9247222222
251769,-120.834444444,42.8666666667
234524,-121.297056586,40.450840227
251861,-149.656165615,59.886912234
251855,-120.423683333,39.8935333333
251841,-109.5573672708,38.6123105605
251883,-122.096366434,43.3193122117
251825,-112.546944444,36.585
251899,-113.843055556,43.8091666667
251905,-115.814475,48.8277055556
251913,-119.307039,45.925614
251914,-119.272985,45.929921
251912,-119.302988,45.932746
252280,-109.674383,38.205387
253458,-132.647219444,56.395
253500,-111.388855556,46.6084166667
253198,-113.790988889,48.1685277778
252282,-121.97,43.5011111111
